papers,citations_all,citations_self,hindex_external,hindex_both
10,333,5,4.41,4.5
21,6625,6,13.7,13.76
3,79,0,1.05,1.05
1,77,0,1.0,1.0
3,83,0,1.87,1.86
1,77,0,1.0,1.0
25,1240,9,8.71,9.18
30,1490,30,9.23,9.25
34,2582,35,11.53,11.71
62,2454,62,15.78,17.54
23,410,9,7.04,7.04
101,5852,70,15.2,15.91
11,689,2,3.86,3.96
71,3882,237,14.57,16.63
24,1119,22,7.05,7.55
49,2024,78,10.07,11.79
92,14730,250,30.17,32.63
54,1982,84,10.38,11.04
48,11511,82,15.27,16.24
263,9348,502,37.52,43.98
258,31641,1099,33.77,48.79
14,6,0,1.34,1.45
2,0,0,0.0,0.0
65,319,0,10.78,10.81
423,19663,2175,46.54,56.44
113,2598,181,22.66,23.71
1,17,0,1.0,1.0
54,2084,243,16.74,20.07
525,47767,2216,79.92,93.51
34,1516,39,12.86,13.58
29,138,24,5.83,5.98
192,4923,928,26.53,30.79
5,255,0,2.24,2.22
368,14712,1379,45.84,51.83
343,15761,1943,39.97,48.12
334,10539,1581,36.31,41.4
269,20116,1069,34.22,42.58
309,19220,336,46.94,46.95
51,769,89,11.0,11.38
231,6265,687,28.15,33.96
7,0,0,0.0,0.0
13,426,10,5.87,5.76
1,62,0,1.0,1.0
1,62,0,1.0,1.0
1,62,0,1.0,1.0
3,66,1,2.05,2.0
6,366,1,3.79,3.79
578,24060,0,51.6,51.54
126,11324,268,19.32,21.79
255,27701,716,37.95,45.63
340,50361,1209,18.98,26.66
52,1528,94,10.75,11.89
19,81,3,4.8,5.04
73,1150,109,16.2,17.06
27,871,21,7.19,7.63
2,18,1,1.94,1.92
1,15,0,1.0,1.0
247,2559,542,22.3,23.46
137,1061,106,14.05,14.69
3,213,1,2.22,2.29
4,227,5,4.0,4.0
2,84,0,2.0,2.0
10,60,5,3.84,3.68
3,185,3,3.0,3.0
34,232,31,5.59,5.96
155,2167,135,18.07,19.01
27,1579,22,7.06,7.44
109,12048,267,28.48,32.75
7,222,3,2.81,2.84
13,465,18,6.52,6.64
15,447,19,7.16,7.34
25,976,32,7.9,8.3
14,628,19,6.4,6.45
19,823,28,7.88,8.52
13,633,23,5.56,5.41
6,85,2,3.69,3.66
16,1626,25,4.7,4.71
43,2896,91,13.28,15.09
8,870,8,4.76,4.91
65,2105,137,11.35,13.78
7,136,3,2.04,2.01
1,39,0,1.0,1.0
25,579,2,10.11,10.24
145,7920,594,23.44,28.52
25,96,0,5.6,5.57
32,686,59,9.17,9.38
3,151,0,2.63,2.8
143,3642,168,23.61,25.76
2,103,0,2.0,2.0
27,487,21,9.18,9.4
89,3854,265,15.87,18.3
26,1253,25,9.34,9.33
46,1081,85,9.49,11.1
67,4302,164,9.99,12.79
2,57,0,1.04,1.03
8,419,3,3.93,3.93
6,257,1,3.36,3.29
10,237,5,5.23,5.63
1,53,0,1.0,1.0
6,207,5,2.83,2.86
3,63,0,1.96,1.98
6,177,5,2.57,2.69
1,4,0,1.0,1.0
126,11210,124,20.01,22.38
352,19871,296,52.78,60.45
96,6522,116,14.46,15.84
90,4485,145,18.28,19.97
239,32757,866,25.65,33.54
295,5569,10,23.25,23.37
81,9664,165,17.97,19.51
25,6027,23,6.47,6.94
53,1772,23,15.69,16.67
118,16156,206,26.02,30.98
13,171,0,3.6,3.79
48,1672,45,9.31,11.05
14,909,3,6.74,7.08
8,837,4,5.2,5.29
35,2378,46,9.12,9.82
37,3079,42,9.55,10.81
128,10015,168,27.39,29.85
8,4006,9,5.69,5.54
7,3227,5,5.72,5.61
128,12350,108,17.96,20.48
32,6430,21,13.32,14.04
331,19078,1005,30.41,38.4
208,13831,728,31.43,40.32
193,10938,175,35.63,39.47
884,57269,3321,79.73,97.93
766,55715,2480,59.15,72.71
47,281,82,7.5,7.82
195,36470,416,28.14,33.46
469,54827,1340,41.7,60.12
78,11585,112,19.01,19.94
1,0,0,0.0,0.0
2,14,0,1.92,1.94
14,829,25,8.04,8.49
47,2913,93,21.09,22.04
6,211,1,3.26,3.26
12,616,12,6.75,7.07
6,63,3,2.91,2.91
3,39,0,2.0,2.0
52,3805,84,14.69,15.79
836,63165,5711,58.74,83.84
14,174,4,4.78,4.78
2,59,1,2.0,2.0
2,59,1,2.0,2.0
1,39,0,1.0,1.0
1,39,0,1.0,1.0
69,3830,54,13.58,14.72
51,6275,82,13.97,14.54
15,336,9,4.84,4.89
3,170,1,2.01,2.04
1,11,0,1.0,1.0
29,5169,100,12.97,13.31
122,2352,292,18.38,21.21
13,80,0,5.72,5.81
9,115,0,5.93,5.87
11,54,7,2.86,2.84
12,395,7,4.56,4.57
27,150,29,5.77,5.77
19,355,35,6.95,7.29
126,3109,348,18.26,21.43
162,5506,556,28.55,30.96
21,1776,66,9.01,9.02
31,2123,92,12.88,13.12
7,319,3,4.19,4.23
11,452,2,3.5,3.48
33,4122,41,16.6,17.18
28,459,8,6.36,6.64
3,121,1,2.0,2.0
17,1292,38,7.05,7.06
1,98,0,1.0,1.0
15,309,15,5.89,5.98
20,1159,18,7.2,7.39
54,1356,26,11.71,12.15
73,5589,32,12.48,13.02
12,1451,14,8.0,8.01
13,603,3,6.74,6.71
19,221,5,7.26,7.07
17,355,8,5.27,5.21
1,98,0,1.0,1.0
1,98,0,1.0,1.0
45,10000,157,20.52,21.5
1,98,0,1.0,1.0
13,622,16,6.48,6.34
17,1694,0,8.42,8.4
38,1947,30,7.75,8.13
9,892,5,4.8,4.9
24,2007,71,12.74,14.0
17,1582,34,8.02,8.02
8,405,6,3.84,3.86
32,1635,30,12.24,12.46
12,462,11,6.0,6.14
30,2526,101,10.5,12.14
146,7661,160,18.08,21.02
29,3195,39,11.5,12.07
213,28756,1018,27.44,41.54
213,12884,486,27.71,38.28
165,4165,82,11.05,12.04
160,7270,377,20.68,24.19
106,3825,114,11.08,13.52
57,4695,77,13.19,14.53
128,8262,407,22.55,25.18
42,1070,55,7.91,8.47
114,6171,521,19.21,23.42
177,9638,988,35.13,41.4
1,28,0,1.0,1.0
2,28,1,1.0,1.0
2,28,1,1.0,1.0
12,882,25,6.08,6.61
8,253,6,5.17,5.19
6,185,5,3.11,3.14
2,28,1,1.0,1.0
9,328,11,4.27,4.52
52,4053,184,16.21,18.51
24,882,6,8.83,8.57
434,44658,1855,61.24,72.83
54,5537,308,18.23,20.64
43,6312,108,12.89,14.15
17,433,16,5.59,6.09
13,358,11,5.76,6.05
180,36976,812,37.54,46.32
54,4991,91,14.43,14.96
47,4204,70,11.45,12.26
1,1,0,1.0,1.0
2,237,0,2.0,2.0
35,132,12,6.51,6.54
63,1170,27,17.89,17.83
87,3326,83,21.39,22.69
126,4019,139,23.14,24.13
72,1506,60,14.76,14.51
672,11667,1686,44.0,47.54
902,35893,3609,70.41,88.98
68,2289,70,10.43,11.23
47,2848,58,14.03,15.07
46,2112,97,15.15,15.14
2,33,0,1.49,1.34
37,4970,53,6.52,7.96
63,1627,81,16.36,16.11
5,61,3,2.47,2.49
7,211,1,3.06,2.91
8,227,6,4.76,4.59
8,268,5,5.82,6.16
1,33,0,1.0,1.0
11,140,1,4.4,4.2
2,55,0,1.33,1.31
180,10541,485,32.48,36.92
19,1034,22,8.34,8.53
2,79,1,2.0,2.0
63,4164,102,11.87,13.53
15,266,10,4.82,5.12
68,2785,198,13.83,15.4
44,1044,34,10.37,10.5
52,1915,105,14.73,16.34
149,12707,146,36.55,38.55
710,63891,3006,71.32,93.38
335,23078,1428,45.29,54.54
31,2335,35,9.67,10.26
49,2774,55,12.5,13.28
26,1792,33,7.22,7.32
33,1228,81,11.37,12.08
10,96,14,2.53,3.41
88,3649,200,16.5,18.83
127,5805,297,20.4,23.08
224,6305,1251,28.15,34.38
114,3469,385,23.95,25.93
21,836,18,7.43,7.56
9,599,2,4.36,4.38
6,506,3,2.34,2.27
7,572,3,3.02,3.02
24,808,46,8.0,8.55
15,892,6,7.94,7.82
29,13672,47,12.36,13.88
22,1883,23,8.39,8.67
12,1304,1,6.85,6.72
22,988,6,6.51,6.81
193,33979,758,34.32,41.45
31,3816,30,11.25,11.6
417,17896,2625,43.59,53.55
69,1492,211,14.09,16.0
79,1486,273,13.79,15.63
232,7109,1307,26.78,34.83
202,8478,473,24.28,27.84
77,1819,175,15.55,16.04
35,682,66,8.24,9.05
36,3847,70,8.84,9.35
26,630,53,7.7,8.41
22,254,44,5.82,6.6
15,197,20,5.92,5.91
23,275,32,7.26,7.71
64,863,69,11.5,12.49
38,887,73,13.39,14.11
145,5996,460,22.69,26.75
124,2154,393,14.05,16.79
286,6925,982,30.71,35.7
179,8685,870,26.6,33.79
322,16723,1657,38.54,49.97
119,3191,289,16.96,20.36
81,1577,337,15.58,16.68
21,195,23,6.48,6.87
16,434,20,6.43,6.93
126,4446,473,20.47,24.56
10,201,14,3.94,4.38
58,893,87,12.68,13.07
47,763,57,10.45,10.92
9,116,2,3.24,3.13
294,21494,1683,37.12,54.84
3,412,3,2.0,2.0
17,3087,19,9.87,10.15
16,746,36,8.59,9.6
4,375,5,4.0,4.0
4,176,2,2.92,2.86
25,10207,22,13.06,13.89
52,2715,89,8.05,9.28
7,180,4,3.86,3.9
97,2974,96,16.62,18.49
1,0,0,0.0,0.0
18,684,39,6.6,6.51
10,699,7,6.5,6.54
8,205,8,4.14,4.23
12,186,15,4.39,4.24
1,64,0,1.0,1.0
17,1132,24,6.56,7.48
99,11087,43,17.93,19.74
16,1515,24,7.26,7.22
11,248,30,7.51,7.26
12,867,8,6.3,6.39
2,76,0,2.0,2.0
1,73,0,1.0,1.0
1,73,0,1.0,1.0
1,73,0,1.0,1.0
2,73,1,1.0,1.0
114,11764,586,27.18,33.8
7,88,1,3.05,3.04
20,181,18,5.54,5.49
17,484,18,5.85,5.71
2,20,0,1.55,1.63
118,4755,453,28.22,31.21
359,14048,1537,30.99,40.58
289,11595,1093,35.56,40.12
142,5268,458,26.25,29.14
73,4100,138,15.13,17.78
10,1323,18,4.91,5.2
14,1439,27,6.03,6.5
7,347,11,5.04,5.09
13,683,9,7.32,7.16
16,965,6,6.88,6.82
60,3983,168,20.17,22.64
30,1197,35,12.02,12.23
19,1073,19,8.53,8.48
13,1137,21,5.82,5.88
35,1508,49,13.44,13.36
43,768,23,13.34,13.41
14,1266,18,6.28,6.57
15,1321,22,7.6,7.54
18,763,3,5.57,5.64
5,167,0,2.09,2.08
19,1971,9,6.07,6.18
119,7890,155,23.88,27.3
212,4710,267,26.59,28.59
43,3915,44,17.66,18.11
27,2428,23,12.19,12.61
12,1557,11,6.07,6.26
94,3319,107,13.22,15.79
204,9073,412,34.88,37.73
650,37053,0,42.03,42.47
7,331,10,4.26,4.32
1,16,0,1.0,1.0
18,1143,11,6.51,6.77
30,7706,64,14.29,14.96
214,35863,1295,38.01,48.6
11,177,11,5.63,5.78
2,27,1,1.0,1.0
73,1708,84,10.32,11.8
3,30,1,1.69,1.72
14,98,6,3.36,3.41
172,3538,313,20.04,22.35
228,6646,761,27.49,30.65
6,75,7,3.24,3.1
134,3594,262,18.82,21.29
141,3845,360,17.39,20.92
118,1613,96,21.09,21.21
174,71745,879,36.12,46.6
94,18808,239,25.24,30.21
211,25437,202,54.68,55.92
40,1101,23,11.25,11.71
178,9289,1431,32.45,42.0
123,4272,226,16.53,17.71
73,744,99,12.05,13.28
10,217,1,3.37,3.54
113,12813,342,21.55,28.04
223,10228,285,21.39,23.65
48,1991,81,6.25,8.06
4,125,0,3.09,3.09
31,552,7,8.55,8.71
16,302,4,5.46,5.52
6,180,2,4.25,4.28
116,2745,59,15.77,16.33
4,150,0,1.01,1.01
95,3443,114,15.03,16.52
102,1022,48,12.46,12.82
31,919,14,8.66,9.02
3,175,1,2.67,2.74
48,1204,49,8.26,8.91
4,180,1,3.52,3.51
2,151,1,2.0,2.0
22,537,2,7.85,7.67
16,236,7,6.5,6.79
8,288,0,3.85,3.9
3,185,0,2.51,2.48
7,261,0,5.05,4.97
1,149,0,1.0,1.0
2,153,0,2.0,2.0
32,563,33,7.52,8.15
123,3401,152,19.22,20.85
4,228,0,3.24,3.43
1,149,0,1.0,1.0
276,6282,378,28.08,31.07
1,149,0,1.0,1.0
4,160,1,2.84,2.81
20,323,0,8.69,8.66
1,149,0,1.0,1.0
1,149,0,1.0,1.0
407,15534,894,39.21,46.2
1,149,0,1.0,1.0
149,4666,135,20.23,22.06
37,3176,0,10.14,10.04
3,150,1,1.01,1.01
54,2370,41,16.65,17.48
19,311,1,2.26,2.25
246,5725,0,26.66,26.68
24,211,7,5.1,5.1
510,13654,819,56.45,57.9
246,5725,252,26.33,27.95
57,915,49,11.17,11.88
1,149,0,1.0,1.0
1,149,0,1.0,1.0
155,3290,147,21.55,22.77
37,3176,17,10.2,9.88
53,4390,83,6.88,8.2
24,448,23,8.16,8.49
23,551,17,7.55,8.03
18,655,4,7.53,7.28
119,1845,148,18.21,18.45
28,740,21,8.12,8.88
1,149,0,1.0,1.0
617,22119,1188,54.85,61.9
203,8491,397,28.53,33.64
291,2635,180,24.52,25.58
1,149,0,1.0,1.0
172,3440,100,21.97,22.87
1,149,0,1.0,1.0
43,1840,40,16.12,15.8
61,1204,60,11.03,12.06
1,149,0,1.0,1.0
146,2912,143,17.58,19.8
135,2455,29,19.72,19.82
112,2838,78,19.03,19.19
39,797,15,8.17,8.52
65,1129,62,11.8,12.88
130,1344,49,13.12,13.22
256,2265,111,17.97,18.39
23,12679,23,12.18,13.06
67,911,8,13.69,14.36
1,149,0,1.0,1.0
208,6475,143,20.79,21.9
94,6169,123,16.26,17.29
1,149,0,1.0,1.0
163,3714,134,19.84,21.5
212,1526,88,19.69,19.54
36,582,6,9.21,9.17
114,2555,426,10.49,13.25
73,1218,82,9.85,10.47
63,1179,125,17.1,17.82
158,14625,191,16.78,18.56
36,1255,34,5.75,6.67
29,607,23,9.78,9.73
44,1377,17,12.32,12.65
1,149,0,1.0,1.0
253,5637,136,28.46,29.36
1,149,0,1.0,1.0
1,149,0,1.0,1.0
1,149,0,1.0,1.0
124,4292,79,21.96,23.29
16,491,4,5.93,5.87
56,1609,0,17.5,17.18
1,149,0,1.0,1.0
1,149,0,1.0,1.0
29,409,8,6.92,7.08
201,3470,219,24.4,26.1
1,149,0,1.0,1.0
36,3980,10,9.36,9.61
50,2928,47,12.33,13.28
1,48,0,1.0,1.0
9,415,10,4.71,4.65
7,370,7,3.72,3.84
48,2359,18,10.75,10.61
3,81,1,1.02,1.03
3,201,2,2.2,2.09
1,74,0,1.0,1.0
1,74,0,1.0,1.0
5,255,3,3.57,3.64
10,889,7,5.76,6.01
1,74,0,1.0,1.0
15,468,5,5.07,4.89
5,181,1,3.0,3.0
2,167,0,2.0,2.0
21,713,9,4.66,4.75
28,706,19,7.58,8.05
4,112,0,2.65,2.61
85,5206,31,16.88,16.81
3,103,0,1.82,1.79
251,10390,158,48.06,49.24
43,957,90,14.62,15.17
127,6766,466,22.95,27.21
149,11627,89,22.3,24.0
213,16784,164,31.76,34.29
51,1778,50,9.57,10.51
20,601,30,7.12,7.58
65,3142,196,16.5,18.81
148,9248,445,35.53,37.16
84,4288,215,12.83,15.38
60,6174,197,13.43,15.64
169,7354,573,28.56,34.86
19,410,26,5.44,5.77
7,170,2,3.39,3.43
3,53,2,2.99,2.98
9,465,5,3.33,3.27
25,414,47,7.49,8.1
11,158,10,4.04,4.05
6,657,5,3.58,3.58
7,131,3,3.13,3.33
26,805,23,9.83,10.39
4,80,1,2.11,2.13
1,0,0,0.0,0.0
41,818,51,11.11,11.22
5,86,4,2.54,2.78
47,3122,66,17.83,18.47
17,413,7,6.6,6.63
17,564,18,6.78,6.88
17,624,12,8.07,8.4
296,17517,643,39.11,49.03
154,13460,359,34.84,39.5
41,1806,47,9.15,10.08
121,4974,318,26.89,31.45
44,4361,89,13.46,13.8
49,2679,108,12.26,13.29
69,2206,164,11.77,14.04
141,4209,326,20.58,25.72
59,4516,136,18.31,20.86
289,17804,1328,55.12,68.78
27,788,33,8.42,9.11
80,7197,226,13.43,15.58
11,154,7,4.74,4.89
33,734,13,7.14,7.21
9,396,4,5.29,5.4
5,91,0,2.73,2.72
114,4094,200,20.6,22.83
72,3768,273,14.29,17.65
7,149,8,4.0,4.0
5,329,4,3.59,3.63
8,177,2,4.23,4.26
9,216,8,4.27,4.27
12,469,16,5.16,5.44
10,373,4,4.26,4.35
14,804,11,5.16,5.44
10,504,12,4.48,4.55
3,126,0,2.0,2.0
2,76,1,2.0,2.0
5,93,0,2.19,2.11
3,88,3,2.05,2.02
97,10063,563,22.46,26.12
7,69,5,3.45,3.56
19,1226,24,6.38,6.58
32,2217,103,12.28,12.33
14,702,3,6.64,6.51
7,204,4,3.12,3.04
21,996,41,8.14,8.2
8,343,5,5.07,5.16
20,309,23,5.06,5.25
166,5303,432,23.7,26.15
13,533,14,5.05,5.24
323,11129,566,39.58,42.6
194,8061,374,23.36,27.77
39,4505,71,10.44,11.75
272,27018,1051,39.73,53.26
57,1869,139,12.12,13.8
329,15359,1630,34.63,46.27
30,2270,58,10.7,11.22
114,8325,304,19.53,24.38
2,19,0,1.93,1.91
1,0,0,0.0,0.0
7,175,1,4.14,3.99
10,690,1,3.12,3.16
16,625,10,5.27,5.17
22,411,23,7.06,7.3
25,345,13,5.43,5.78
56,2497,58,10.03,10.88
33,1893,23,8.47,8.42
10,521,8,4.73,4.75
6,176,1,2.9,2.9
12,180,7,3.82,3.86
77,5489,353,20.13,24.42
3,26,0,1.22,1.18
7,61,0,1.72,1.68
14,276,3,5.02,5.19
243,36107,936,48.99,55.99
17,907,16,8.1,8.3
24,1088,14,9.64,9.82
61,1666,136,16.07,18.34
358,21594,0,24.42,25.1
24,371,35,8.44,9.0
205,14719,573,28.53,35.75
28,1773,40,11.49,12.1
31,879,0,8.82,8.77
752,128099,7709,103.64,154.98
17,398,5,5.4,5.39
65,4267,150,20.74,23.5
5,66,2,2.62,2.58
6,71,1,2.52,2.57
11,77,12,3.24,3.13
3,38,1,2.0,2.0
7,114,1,2.05,2.17
14,816,13,6.19,6.56
2,31,0,2.0,1.99
29,357,16,7.36,7.55
52,525,79,10.21,10.45
26,184,19,5.45,5.72
15,163,10,3.88,3.99
302,7987,1527,34.45,43.14
5,36,0,1.84,1.79
4,124,1,2.33,2.43
28,2096,9,8.82,9.14
3,50,0,1.95,1.94
19,861,11,7.95,8.06
26,700,37,8.39,8.69
253,10564,1962,33.12,41.38
4,30,0,1.07,1.11
1,27,0,1.0,1.0
194,11331,604,24.41,29.74
29,964,26,6.26,6.85
66,2055,168,13.34,16.04
121,14151,186,23.01,26.38
34,2209,105,11.21,11.94
598,46604,2702,58.27,79.88
576,13602,2303,37.65,46.34
136,5843,389,23.47,28.13
39,2609,69,9.7,10.17
2,26,0,1.62,1.62
12,519,7,3.72,3.77
19,1136,27,9.84,10.38
11,263,4,3.37,3.27
13,417,9,4.34,4.51
13,457,8,4.06,4.32
3,27,0,1.99,1.99
20,723,22,6.1,6.28
16,1398,25,7.61,8.05
8,425,6,3.68,3.94
10,232,12,4.74,4.96
2,20,0,1.77,1.82
1,18,0,1.0,1.0
1,18,0,1.0,1.0
1,18,0,1.0,1.0
49,657,44,10.5,11.3
97,3228,129,14.85,17.57
5,185,2,2.99,2.99
59,7559,149,9.56,10.5
194,4309,588,21.24,26.91
88,4256,342,18.65,21.06
89,8295,432,17.28,23.08
58,4324,302,12.77,15.01
76,2142,54,14.5,14.52
17,1628,14,6.13,6.66
47,3877,73,9.98,11.05
48,4504,91,16.62,17.96
109,5497,209,17.9,19.68
221,22064,1385,33.93,46.79
13,323,6,5.59,5.69
29,767,26,8.3,8.28
6,99,5,3.48,3.49
45,403,140,7.88,10.79
52,1747,86,16.52,17.84
6,204,4,2.35,2.29
9,263,6,5.31,5.22
12,507,7,4.97,5.05
3,138,1,1.58,1.54
2,138,0,1.56,1.46
2,138,0,1.54,1.53
37,1080,33,9.1,9.29
162,22759,193,34.81,37.98
44,3468,58,5.69,6.54
93,3178,59,18.51,20.26
10,260,1,4.79,4.82
27,1311,13,7.45,7.29
1,16,0,1.0,1.0
19,1423,26,7.88,8.6
7,93,4,2.68,2.63
12,148,6,3.76,3.83
7,55,4,2.28,2.37
142,8755,1149,22.69,29.12
171,7861,913,22.41,30.82
317,23207,486,47.52,53.85
21,650,11,6.61,6.63
2,15,0,1.0,1.0
35,1118,134,10.38,11.22
8,81,4,3.98,3.9
142,8298,630,28.18,32.66
27,566,16,7.35,7.24
21,332,11,6.62,6.52
14,232,5,6.37,6.24
7,182,5,3.42,3.4
11,123,4,4.55,4.44
42,2473,58,10.07,10.61
3,190,1,2.53,2.66
7,336,1,4.16,4.15
18,358,14,7.99,8.15
34,1190,32,7.58,7.95
30,668,3,5.98,6.19
21,768,4,4.88,5.02
3,109,0,2.12,2.23
1,73,0,1.0,1.0
2,211,0,1.14,1.16
1,73,0,1.0,1.0
315,17364,518,32.67,36.79
281,12343,210,42.58,44.11
21,384,13,7.23,7.47
71,5563,58,9.6,10.31
24,939,40,8.11,8.11
106,1920,253,22.68,24.01
37,1395,79,11.38,11.94
30,421,13,10.79,10.72
57,8603,95,11.42,13.28
43,1420,53,14.32,14.13
7,531,6,3.5,3.38
14,431,10,5.78,5.75
37,1048,59,11.0,11.48
1,260,0,1.0,1.0
4,312,0,3.17,3.13
3,273,0,2.0,2.0
41,545,39,11.36,11.31
115,12110,456,22.02,27.18
743,22169,1119,55.17,61.48
85,817,52,13.3,13.71
31,1871,22,11.27,11.74
215,17606,303,45.39,49.66
697,50127,2547,69.55,86.73
90,2904,96,8.95,9.96
3,45,0,1.41,1.41
83,5588,202,19.73,23.47
42,5749,70,10.14,11.54
257,6831,799,31.01,36.47
3,0,0,0.0,0.0
17,73,15,3.81,4.01
384,23044,2608,49.34,59.87
50,470,0,7.15,7.28
72,2541,259,16.24,19.0
33,992,82,10.14,10.81
122,3520,528,21.8,26.5
119,7901,441,22.96,28.88
173,2694,874,18.04,20.2
23,736,23,8.37,8.89
7,112,0,3.94,3.91
6,162,1,4.21,4.21
80,1085,92,11.94,13.06
56,874,141,12.73,13.55
217,7066,755,32.23,37.9
28,6365,36,14.17,14.76
27,3393,42,8.92,9.61
49,5033,189,11.93,15.28
3,253,0,2.75,2.71
517,29155,1138,48.43,57.68
267,15671,497,31.45,36.79
8,111,4,2.52,2.57
29,1324,96,10.61,11.38
74,5004,146,17.66,18.95
25,711,17,9.7,9.67
4,165,0,1.97,1.97
3,137,0,1.01,1.04
5,159,0,2.67,2.64
9,335,2,4.42,4.28
14,785,16,6.41,6.49
9,209,8,4.38,4.34
2,135,0,1.02,1.03
5,145,1,1.84,1.83
4,210,0,2.23,2.32
3,149,0,2.0,2.0
2,135,0,1.0,1.03
2,135,0,1.01,1.0
26,569,43,8.9,9.1
31,419,14,9.89,9.85
112,3687,180,16.09,17.73
24,317,19,5.82,5.79
5,200,0,3.19,3.27
138,5887,264,21.06,22.43
552,37241,2407,71.67,82.81
17,1043,7,4.95,5.1
4,248,4,3.0,2.98
10,48,4,3.48,3.53
7,149,9,4.05,4.14
191,7997,585,25.24,33.42
37,605,92,9.32,10.25
6,41,7,2.83,3.11
1,0,0,0.0,0.0
136,7442,704,28.71,36.1
187,8336,806,32.97,38.51
226,16634,1310,36.84,46.34
220,11999,852,34.45,42.93
53,2416,120,15.14,16.63
86,6218,298,15.24,19.4
126,7500,593,23.39,30.89
53,1692,178,12.68,13.9
7,407,4,3.94,3.91
109,13509,819,22.26,30.11
39,826,70,12.29,13.5
19,590,59,5.49,5.7
9,292,9,5.27,5.07
36,1604,128,12.05,13.36
121,4673,609,24.05,30.7
75,3041,223,11.61,15.18
7,302,1,4.52,4.42
96,9211,310,24.85,29.33
13,418,10,4.39,4.42
35,2995,59,11.69,12.31
12,326,6,4.62,4.73
7,251,4,4.91,4.78
25,496,11,7.39,7.96
98,4317,424,17.08,23.84
291,12624,1509,28.96,39.3
60,3414,184,16.37,18.67
6,291,3,3.46,3.41
100,6322,325,22.75,26.24
22,1046,27,9.07,8.83
139,2416,491,19.99,21.48
57,4321,186,16.88,19.02
55,3202,123,15.56,16.67
4,235,0,3.12,3.09
31,965,32,9.46,9.82
26,2608,51,8.56,9.19
13,315,16,6.41,6.24
3,227,0,2.25,2.28
164,5326,407,29.45,32.08
99,5182,122,20.18,22.38
2,225,0,1.51,1.54
39,1375,73,10.27,11.12
330,7526,2025,26.22,36.22
102,699,120,12.41,12.69
11,6,3,1.0,1.0
29,293,22,7.29,7.19
9,202,7,3.41,3.51
7,184,3,2.66,2.65
8,558,7,2.77,2.86
19,950,52,8.55,8.76
47,6598,48,38.8,38.9
14,440,8,5.63,5.99
3,459,1,2.02,2.01
19,896,21,5.67,6.18
17,737,22,6.45,6.67
44,3929,34,12.29,13.21
15,731,5,5.23,5.35
37,2177,38,9.64,10.3
91,6175,403,15.62,18.91
37,982,17,6.65,6.73
90,11227,91,17.77,19.29
15,131,22,5.01,5.23
9,780,22,3.4,4.7
59,3054,131,15.2,18.19
16,1792,21,8.43,8.39
8,1146,3,3.86,3.91
20,1028,26,8.2,8.43
17,7040,11,4.74,4.83
203,24240,84,35.24,36.92
364,24563,1105,37.09,44.69
14,1356,32,7.62,7.99
44,5031,137,10.97,11.81
76,57710,210,18.13,19.38
21,2686,37,8.84,9.08
2,199,0,2.0,2.0
7,287,2,2.94,2.95
9,1088,2,3.76,3.79
346,19266,1068,35.24,41.57
95,3044,261,15.02,17.53
233,13409,633,24.32,29.34
66,2931,120,16.28,16.2
308,17728,1948,28.5,42.96
111,4012,176,18.17,20.89
35,1209,9,8.02,8.14
9,189,13,4.36,4.51
152,7162,729,23.5,33.0
127,4811,115,15.79,17.03
162,11025,273,17.88,19.23
176,17953,272,25.77,31.6
11,701,6,3.56,3.77
63,4611,205,20.95,22.97
59,1108,33,8.75,9.15
26,464,13,10.28,10.29
157,5099,146,16.67,17.76
25,758,8,8.24,8.51
147,7309,164,19.33,22.0
2,199,0,2.0,2.0
194,5715,293,29.12,31.2
6,243,3,3.39,3.29
15,765,12,6.29,6.57
4,868,2,3.25,3.31
36,3033,40,13.01,13.47
2,199,0,2.0,2.0
87,4553,295,20.64,24.42
244,15660,750,33.1,39.72
116,5711,468,21.94,26.59
291,8382,395,42.96,46.64
2,199,0,2.0,2.0
59,5440,126,19.4,21.41
6,225,2,3.44,3.43
22,1389,31,6.17,7.28
6,235,3,3.0,2.96
4,1518,1,3.99,3.97
4,292,0,3.7,3.61
5,276,1,2.03,2.02
3,285,0,2.96,2.93
70,11277,100,13.68,15.16
28,2520,38,14.65,14.96
13,1859,12,6.94,6.99
36,1915,25,9.88,10.5
14,2278,15,6.48,6.3
2,199,0,2.0,2.0
2,199,0,2.0,2.0
2,199,0,2.0,2.0
4,245,1,4.0,4.0
2,199,0,2.0,2.0
14,1163,8,5.45,5.66
41,3690,57,15.99,17.07
8,954,6,3.82,3.86
473,19278,729,56.4,63.63
459,35071,1665,40.7,54.2
34,3945,55,10.08,10.5
235,14754,761,32.31,36.01
268,12547,311,37.7,41.95
209,7676,444,32.19,36.51
23,395,20,7.41,7.48
46,2215,88,13.0,14.31
2,50,0,2.0,2.0
3,57,0,1.89,1.89
4,54,0,2.51,2.56
8,135,4,3.21,3.17
126,6721,204,23.08,24.38
18,270,11,4.52,4.84
162,6876,224,26.87,30.28
108,1275,158,14.48,15.9
51,2636,46,13.32,13.58
36,457,21,7.71,7.69
2,50,0,2.0,2.0
52,1249,57,12.53,13.16
4,107,1,3.77,3.69
188,11845,143,21.86,24.35
92,2100,200,14.27,15.88
117,831,209,11.58,12.95
2,50,0,2.0,2.0
7,93,1,3.49,3.55
6,97,0,2.3,2.25
50,732,24,8.94,9.01
23,642,9,6.89,7.41
