papers,citations_all,citations_self,hindex_external,hindex_both
9,153,6,4.01,4.02
10,245,10,3.64,3.75
17,134,26,4.59,4.71
80,2785,243,13.5,16.63
11,282,5,3.65,3.74
8,260,4,3.51,3.44
6,190,2,3.12,3.22
7,237,4,2.0,2.0
19,1033,34,8.91,9.04
22,414,44,6.71,7.12
204,14731,707,26.16,34.73
489,58412,3253,70.77,93.35
90,10338,424,22.66,25.42
10,279,13,4.54,4.63
5,351,3,3.56,3.6
4,296,1,2.0,2.0
3,322,3,2.38,2.41
6,349,1,3.53,3.59
1,72,0,1.0,1.0
43,1694,58,8.26,9.46
5,130,1,2.95,2.78
8,187,11,3.97,3.99
18,947,35,7.33,7.78
41,1617,129,10.26,11.44
192,12950,1198,25.61,34.63
144,10670,401,22.43,27.12
85,3751,242,16.52,19.71
26,683,44,8.59,9.62
29,533,53,8.14,8.81
155,10093,617,22.05,27.38
10,190,9,4.43,4.49
5,273,1,2.64,2.57
71,7980,214,19.07,21.61
51,2551,85,15.26,16.59
23,342,16,5.87,6.21
5,134,0,3.86,3.92
29,921,40,7.41,8.41
47,586,20,9.57,9.86
10,256,2,2.98,3.09
72,2072,47,14.52,15.37
7,55,0,4.02,4.03
22,224,2,5.86,5.92
6,184,2,3.46,3.25
15,1660,12,6.07,6.59
152,3306,167,15.06,15.87
50,2851,71,13.14,14.07
1,0,0,0.0,0.0
42,2668,67,6.58,7.24
34,1701,67,10.0,11.07
11,599,11,5.62,5.97
18,1216,40,8.9,9.24
123,7186,519,20.2,27.07
106,5992,246,20.62,24.36
295,24111,1486,55.62,64.06
7,108,2,3.41,3.41
11,711,8,4.54,4.73
5,462,1,3.01,3.01
16,454,15,6.0,6.43
2,85,0,2.0,2.0
29,825,50,7.92,9.01
59,5725,151,14.96,15.56
319,15804,1065,27.09,38.77
58,5478,158,11.87,15.3
16,1162,4,5.24,5.09
12,233,18,5.8,5.88
2,75,0,1.32,1.35
2,34,1,2.0,2.0
1,31,0,1.0,1.0
1,31,0,1.0,1.0
40,1721,0,13.36,13.39
20,1255,2,7.05,7.1
4,101,0,2.13,2.1
10,242,2,4.38,4.33
1,31,0,1.0,1.0
1,31,0,1.0,1.0
1,31,0,1.0,1.0
1,31,0,1.0,1.0
1,31,0,1.0,1.0
4,47,0,2.44,2.48
5,325,3,2.99,3.03
5,210,1,2.21,2.22
1,31,0,1.0,1.0
1,31,0,1.0,1.0
2,45,0,2.0,2.0
4,106,0,2.43,2.38
36,1878,91,10.44,11.77
12,325,3,4.15,4.27
40,1587,44,12.95,13.6
8,243,3,3.7,3.64
10,707,0,6.45,6.35
19,816,21,5.99,6.45
3,51,0,1.41,1.36
4,59,1,1.87,1.92
3,86,0,2.07,1.99
14,394,17,5.58,5.81
7,116,1,3.15,3.07
8,336,7,4.03,3.99
1,31,0,1.0,1.0
191,10012,351,26.06,33.4
2,286,0,1.78,1.76
72,2990,65,14.0,15.8
29,1536,31,10.69,11.52
110,8472,399,21.0,26.5
39,13483,30,13.29,14.14
229,14183,411,24.88,28.8
103,9706,279,17.52,20.63
102,8725,365,21.34,23.99
88,5362,102,15.73,17.71
15,629,15,5.36,6.06
64,4879,96,13.82,15.17
6,222,1,4.11,4.26
31,2515,19,9.45,9.46
33,1011,4,7.78,7.8
25,552,14,6.85,6.87
21,1617,32,7.87,8.34
33,725,24,7.69,8.57
25,2089,14,9.27,9.23
6,931,1,4.04,4.0
3,274,0,1.69,1.47
35,798,6,9.18,9.48
83,2639,37,14.29,14.34
5,48,0,4.11,4.04
93,3070,48,17.03,17.51
35,544,3,8.95,8.88
49,416,3,8.09,8.27
8,132,1,4.2,4.17
17,894,7,7.93,7.65
16,173,1,4.08,4.09
236,7577,122,28.91,30.25
54,662,13,9.84,10.18
50,3503,69,12.66,13.22
42,2315,42,6.28,6.54
54,5566,89,14.16,15.53
61,7141,129,16.33,18.05
10,630,2,5.46,5.38
19,448,22,7.12,7.28
90,9232,303,16.14,20.75
52,3625,71,16.97,18.41
3,926,2,1.05,1.02
1,7,0,1.0,1.0
11,216,1,4.34,4.28
52,2603,45,11.48,12.41
174,6882,306,27.2,31.11
105,14175,544,20.28,27.29
70,1541,28,9.48,9.73
161,8261,181,29.32,32.63
124,23860,367,22.17,26.05
275,34794,988,42.23,55.81
147,5259,102,24.23,23.81
184,28320,431,34.17,38.04
10,1029,11,5.41,5.47
34,656,46,9.99,10.84
4,409,1,3.23,3.25
34,1739,24,10.94,11.09
21,544,16,6.85,7.49
8,534,4,4.35,4.36
12,735,4,5.1,5.11
29,798,13,10.95,11.08
10,955,6,5.83,5.92
2,221,0,2.0,2.0
11,975,3,6.44,6.31
461,53137,1924,60.85,79.37
10,394,2,4.36,4.35
266,72889,715,29.23,42.49
268,40630,1264,40.25,52.45
4,47,0,2.94,2.84
46,2984,185,20.14,20.96
2,31,0,1.7,1.77
281,26186,1471,55.55,64.0
33,1149,50,10.08,10.37
88,8058,368,22.1,25.33
37,2850,53,12.29,13.38
11,3464,12,7.83,7.81
9,161,4,2.87,2.86
11,152,6,6.02,6.16
15,749,14,5.13,5.24
7,199,7,4.98,5.0
176,15291,243,32.32,35.17
57,1777,110,11.62,12.9
50,10309,83,14.12,15.06
12,384,13,5.04,5.26
1,39,0,1.0,1.0
8,136,2,3.46,3.25
3,71,0,2.16,2.15
26,1990,39,8.69,9.7
10,731,8,4.42,4.59
17,750,23,4.5,4.55
322,21110,478,43.33,48.92
42,3666,108,12.55,13.71
6,240,4,2.0,6.0
26,1324,42,9.82,10.24
37,977,31,10.52,10.52
14,525,10,3.84,3.94
7,246,4,7.0,7.0
7,279,4,1.26,1.31
127,5903,369,18.53,21.81
209,28275,509,22.17,28.77
364,36043,1918,53.23,74.61
17,777,31,7.22,7.39
22,1264,32,10.45,11.38
17,1,0,1.0,1.0
11,216,3,3.08,3.12
14,25,0,2.95,3.03
14,248,22,4.16,4.37
18,388,20,8.14,8.29
2,78,1,2.0,2.0
9,168,8,4.02,3.9
2,61,0,1.0,1.0
21,708,0,9.43,9.37
129,2634,170,17.75,18.62
11,500,3,5.23,5.19
141,5887,306,21.03,24.59
4,105,1,3.3,3.21
106,5686,1040,22.72,29.79
13,333,1,4.93,5.08
144,14117,184,33.74,34.7
146,4384,170,24.08,24.84
128,7917,862,22.46,29.52
37,975,69,12.59,12.89
6,67,2,2.2,2.11
4,121,2,2.87,2.9
27,190,12,7.39,7.74
1,29,0,1.0,1.0
3,31,1,1.0,1.0
63,3479,120,17.58,18.87
676,123069,4503,69.8,106.5
136,9312,117,43.43,44.02
22,1021,17,9.12,9.65
64,3467,189,15.1,17.44
18,716,36,6.39,6.45
19,877,49,5.95,6.17
3,221,2,2.5,2.6
691,34125,2570,47.75,58.88
449,41822,1638,46.93,55.98
46,1328,105,14.0,15.21
90,4089,127,17.26,19.23
36,843,31,7.06,7.29
109,5283,187,21.26,22.83
13,427,9,5.35,5.39
116,3160,115,14.48,15.71
90,7955,92,18.51,19.02
96,16168,245,28.5,31.13
44,1848,50,12.11,12.66
18,460,30,7.07,7.72
6,183,3,4.03,4.06
100,4366,86,19.67,20.37
22,612,9,4.9,4.81
42,775,39,9.89,10.38
144,5806,146,20.77,22.77
3,104,1,2.0,2.0
18,306,13,5.9,6.13
20,628,10,10.35,10.04
43,2334,51,11.55,12.34
29,3875,20,12.34,12.31
59,5929,88,13.52,14.56
46,6896,25,16.17,16.43
90,6559,103,24.75,25.06
4,109,0,3.0,3.0
91,9617,154,16.18,17.9
50,2046,44,12.23,12.57
1,96,0,1.0,1.0
2,118,0,1.82,1.75
50,12855,31,16.67,16.91
31,475,25,8.35,8.24
75,5356,68,17.1,18.6
120,4144,119,16.43,18.0
12,256,1,5.41,5.5
70,6127,187,17.28,20.96
16,673,4,6.1,6.16
29,1835,7,10.04,10.48
18,968,11,7.3,7.33
47,1185,36,14.02,14.22
21,628,8,9.04,8.94
1,96,0,1.0,1.0
100,4484,109,18.31,20.76
205,24448,459,32.32,42.11
118,3230,38,6.34,7.08
273,28507,503,32.81,39.37
282,49882,788,42.51,53.96
20,501,7,7.23,7.3
114,3873,231,20.3,22.84
31,1322,52,8.17,9.25
271,15534,1001,40.26,50.27
88,22846,135,23.84,25.98
123,13154,83,21.95,23.34
35,1052,39,9.0,9.54
69,6091,24,5.43,5.87
5,138,1,3.1,2.99
573,52011,878,59.02,68.78
63,15647,147,22.33,23.52
120,19579,246,23.91,26.3
334,38899,384,34.39,35.37
50,1714,23,12.75,13.17
149,8207,224,18.23,19.7
10,298,2,3.97,3.95
245,25259,429,43.81,50.24
8,127,1,4.0,4.0
186,3691,85,19.99,21.02
91,4522,419,18.48,22.21
34,1956,33,8.0,8.77
165,4729,162,19.53,21.02
21,1972,2,9.74,9.73
27,12357,31,11.6,11.83
49,2164,67,9.02,10.23
135,29407,327,16.05,20.42
389,28605,800,47.6,56.15
97,2351,133,12.98,14.99
36,594,4,9.7,10.02
530,34076,1285,47.84,57.82
221,18285,726,23.86,30.63
11,414,2,3.88,4.05
125,8231,185,23.85,26.74
592,42719,1924,47.33,60.58
381,46230,663,37.05,39.83
667,38926,1453,44.69,53.44
1,10,0,1.0,1.0
120,13605,170,26.61,28.54
432,24718,741,50.33,55.51
332,18828,657,33.26,38.79
99,15843,149,17.33,18.25
198,16675,271,24.35,28.12
82,4781,189,21.04,22.96
92,3776,0,17.81,17.98
256,15791,811,27.29,39.73
2,4,0,1.26,1.2
56,915,78,8.64,9.62
17,519,18,7.06,7.14
10,76,19,3.15,4.13
10,37,8,3.02,3.13
89,3009,109,15.91,16.42
52,757,100,11.92,13.48
39,328,22,9.33,9.38
89,5453,197,14.56,16.7
137,15716,637,24.22,33.37
242,20331,653,45.31,53.61
40,1282,80,8.96,10.02
420,52480,1032,68.98,81.69
18,442,17,8.14,8.17
3,157,0,2.53,2.45
8,896,7,3.94,4.16
230,14875,1479,36.43,47.7
439,22709,2711,50.93,69.49
9,45,3,2.42,2.56
64,6311,179,19.29,20.02
9,1055,29,8.56,8.59
16,362,17,8.73,8.37
29,361,46,8.55,8.9
9,223,4,4.54,4.6
16,295,0,8.06,8.11
208,4896,402,29.18,32.01
366,17122,1476,44.77,54.83
4,234,1,3.0,3.0
3,219,1,3.0,3.0
62,8812,141,12.79,15.11
7,284,3,3.71,3.73
20,836,25,7.1,7.29
2,8,0,1.65,1.63
176,3556,925,24.97,28.03
55,918,164,15.35,15.91
53,644,40,13.06,13.18
7,145,5,3.78,3.73
51,485,43,8.94,9.32
72,803,165,11.84,13.34
132,975,115,15.9,16.43
10,149,11,3.45,3.36
161,1198,273,15.3,15.79
149,5003,365,28.26,31.76
482,18083,1862,52.38,60.52
4,95,3,2.28,2.42
4,97,0,1.8,1.81
59,2005,125,12.35,13.94
2,30,0,1.0,1.0
5,81,1,3.17,3.09
10,183,5,3.74,3.7
55,821,190,12.46,13.44
27,376,34,6.16,6.15
205,8130,997,25.83,31.77
170,7567,1421,30.69,36.53
3,156,2,2.87,2.82
12,441,6,4.82,4.65
32,425,0,9.76,9.93
1,152,0,1.0,1.0
1,152,0,1.0,1.0
22,1190,25,9.02,9.56
3,179,1,2.0,2.0
18,792,8,4.9,4.85
43,14773,39,17.09,17.55
79,19954,92,20.47,23.67
77,6389,202,18.48,21.62
60,6677,81,24.62,24.82
23,1749,22,10.37,10.61
75,3745,81,17.15,18.03
18,503,13,5.57,5.59
74,4351,104,18.54,19.65
134,3635,77,22.71,23.5
37,2402,42,12.45,13.19
81,2392,77,18.18,19.37
23,473,13,7.67,7.44
4,397,1,3.98,3.99
14,356,4,4.34,4.37
225,14403,1342,40.89,51.65
182,1354,32,11.09,11.15
294,26726,606,49.27,56.28
1,41,0,1.0,1.0
22,1093,36,9.54,9.95
22,630,27,7.13,7.19
3,63,1,2.77,2.74
10,94,8,4.46,4.29
45,1553,96,17.09,18.42
59,5411,138,14.32,15.9
13,627,15,6.51,6.61
89,14497,207,17.6,18.64
25,958,27,7.35,7.79
2,112,0,2.0,2.0
12,319,18,5.11,5.1
11,1114,15,5.96,6.11
2,59,0,1.0,1.0
12,669,6,4.13,4.22
7,247,10,6.91,6.93
20,382,17,8.23,8.13
16,2767,23,5.38,5.72
1,45,0,1.0,1.0
19,2231,67,11.16,11.53
8,721,11,4.91,4.92
2,45,0,1.0,1.0
796,51056,6465,63.08,84.15
254,19442,1437,44.12,51.92
56,4274,128,12.74,14.45
11,247,7,4.69,4.8
37,3201,155,11.65,13.54
132,8200,675,24.45,30.99
205,16297,508,28.37,33.68
139,7778,391,20.28,23.17
253,23785,789,41.76,48.01
229,27242,1057,23.51,34.84
378,60761,2469,51.35,68.57
14,161,3,4.35,4.32
25,5206,85,9.47,10.79
59,4772,39,16.25,16.43
28,2011,13,7.99,8.25
100,8739,102,24.33,25.35
173,23394,482,33.02,36.07
22,1510,10,8.13,7.96
54,8870,52,14.81,15.51
5,1197,5,3.99,4.0
2,31,0,1.33,1.38
37,2825,38,9.25,9.75
8,1267,5,3.64,3.75
86,33957,149,15.14,18.3
4,168,0,2.29,2.26
57,8783,2,17.16,17.45
25,4039,47,11.12,11.48
28,2649,63,6.94,7.66
11,592,11,5.23,5.19
487,28453,1112,42.96,50.66
271,30851,615,45.58,50.24
270,12230,315,31.96,36.11
259,38355,431,47.73,52.12
579,55168,754,50.71,58.11
460,48055,1712,57.64,73.38
385,171004,2328,49.52,74.17
90,10547,213,19.01,21.09
4,146,2,2.25,2.23
6,2544,1,4.12,4.07
5,217,5,2.86,2.78
3,55,3,1.07,2.71
3,121,1,2.0,2.0
2,52,1,1.0,1.0
595,49700,0,50.42,51.18
28,1758,9,10.21,10.32
137,13714,610,26.87,33.6
129,29105,373,26.22,32.86
34,3189,60,9.28,10.04
6,0,0,0.0,0.0
64,1298,180,15.41,17.23
10,61,4,3.87,3.86
98,3842,191,16.72,18.97
36,327,72,7.76,7.88
58,4982,183,14.52,17.08
18,493,26,6.03,6.46
48,1088,111,11.3,12.28
76,4410,287,16.71,20.68
5,28,1,2.29,2.28
219,22284,821,40.35,47.51
28,455,28,10.47,10.19
22,396,10,4.7,5.05
1,5,0,1.0,1.0
2,9,0,1.0,1.0
94,3607,187,14.41,16.12
119,4084,496,18.85,22.2
12,131,5,4.33,4.22
11,95,18,3.98,3.98
8,83,9,4.7,4.68
196,9254,785,29.16,35.09
2,59,0,1.02,1.01
2,65,1,2.0,2.0
44,1888,102,7.0,7.5
35,1616,84,8.39,9.09
16,215,20,4.84,5.25
53,2008,208,15.76,17.59
36,751,94,8.9,9.98
1,4,0,1.0,1.0
234,11139,943,40.57,44.71
1,2,0,1.0,1.0
68,9085,226,16.58,20.02
31,2859,80,11.72,12.82
20,874,17,6.41,6.46
9,451,2,3.87,3.86
5,116,6,3.95,4.01
20,1673,42,7.89,8.57
63,1775,201,10.2,12.66
442,21943,3049,57.7,69.0
198,9774,359,29.92,34.63
518,24656,1747,49.66,61.7
28,350,40,8.0,8.32
663,32955,2588,67.95,87.45
46,1682,121,11.28,12.21
2,24,0,1.29,1.31
398,16991,2283,48.74,59.94
122,1126,247,14.85,15.68
18,194,49,4.43,5.67
35,501,63,9.24,9.61
21,235,21,5.22,5.33
9,109,3,3.77,3.67
4,97,1,3.01,2.99
9,209,9,4.66,4.7
1,27,0,1.0,1.0
2,33,0,1.01,1.03
64,1064,74,14.24,14.83
318,7305,516,29.74,33.05
80,2982,150,15.54,16.59
81,1065,131,13.38,15.6
32,858,25,7.29,7.5
49,1103,37,8.51,9.78
6,97,0,3.19,3.13
1,10,0,1.0,1.0
33,1959,26,12.43,12.34
49,1052,0,12.79,12.77
110,4021,252,23.2,27.26
155,6476,352,21.58,25.5
557,25720,1222,36.5,44.73
149,6794,239,26.82,30.51
284,10026,693,37.44,43.3
9,46,2,3.5,3.57
2,26,0,1.76,1.79
2,48,0,1.98,2.0
2,27,0,1.75,1.76
6,52,1,3.02,3.03
51,506,97,10.14,10.48
12,144,4,3.82,3.76
27,652,20,7.02,7.33
73,1588,0,7.25,7.47
9,500,2,5.17,5.05
17,674,35,8.43,8.86
11,97,3,3.39,3.29
39,1301,98,11.18,11.79
20,236,2,5.23,5.14
12,116,1,4.69,4.6
3,71,1,1.73,1.67
68,4645,188,12.92,14.97
13,68,2,4.92,4.92
256,10586,487,34.65,40.23
173,4494,288,21.17,24.48
39,1208,25,8.39,8.14
72,5135,44,10.27,11.86
2,393,1,1.02,1.07
9,200,2,3.46,3.5
6,420,5,5.39,5.55
14,1713,16,7.5,7.43
4,433,2,3.01,3.03
15,474,6,5.64,5.51
10,232,4,3.68,3.8
2,170,0,2.0,2.0
418,75984,1932,52.28,68.85
40,1541,97,11.43,12.07
178,15857,568,22.73,29.63
40,2960,30,12.19,12.56
25,1448,16,7.99,8.58
21,283,17,4.67,5.02
19,1173,7,7.92,7.87
1,39,0,1.0,1.0
4,65,1,2.27,2.29
2,39,1,1.02,1.0
151,4411,140,31.74,32.29
2,40,1,2.0,2.0
7,357,5,4.38,4.29
34,834,43,8.4,9.42
3,47,0,2.89,2.95
1,39,0,1.0,1.0
3,62,2,2.37,2.29
4,45,1,2.98,2.9
6,97,3,2.27,2.33
4,45,1,2.96,2.97
4,45,1,2.95,2.91
20,1521,6,6.5,6.69
2,40,1,2.0,2.0
2,39,0,1.0,1.02
3,65,1,2.17,2.18
1,39,0,1.0,1.0
1,39,0,1.0,1.0
39,531,32,9.38,9.92
14,257,5,2.7,2.83
7,92,1,3.0,2.86
96,5044,87,13.46,14.78
15,229,6,2.96,3.02
253,19043,929,34.65,44.39
16,1862,13,5.25,5.18
115,5039,179,15.48,17.82
22,1086,4,3.0,3.01
171,17846,412,24.07,28.95
40,829,51,11.23,12.42
5,86,2,2.62,2.61
6,79,2,2.0,2.06
32,439,31,7.51,8.09
94,3733,242,18.33,20.98
1,18,0,1.0,1.0
83,1661,222,10.86,12.71
133,8900,438,25.76,31.24
6,81,2,2.84,2.69
9,133,5,3.74,3.96
1,22,0,1.0,1.0
8,323,4,4.26,4.4
29,1277,56,9.43,9.99
22,785,7,6.0,5.94
5,39,0,2.51,2.42
38,1979,66,13.34,13.65
13,78,6,3.71,3.72
1,22,0,1.0,1.0
1,22,0,1.0,1.0
2,37,0,1.23,1.25
1,22,0,1.0,1.0
1,22,0,1.0,1.0
5,43,3,2.94,2.96
368,16160,1821,32.82,45.32
110,6566,304,21.85,25.18
128,10069,216,25.09,27.01
22,1838,33,9.08,9.17
58,3718,111,11.43,12.28
7,182,12,3.8,3.85
18,335,9,6.37,6.46
11,250,17,4.9,5.01
21,1032,26,7.33,7.66
10,289,15,5.67,5.93
13,288,16,5.23,5.25
60,2808,284,12.41,15.45
393,29022,3120,57.47,77.05
9,49,3,2.66,2.77
7,473,5,4.04,4.1
11,530,15,3.41,3.45
24,2609,22,9.15,9.5
7,469,6,3.98,3.99
13,1633,17,5.59,5.9
6,220,5,4.0,4.0
8,157,2,3.09,3.2
3,151,3,2.0,2.0
9,1468,8,4.1,4.27
80,12460,124,21.74,22.72
22,333,6,6.95,7.01
25,2307,27,7.83,8.38
60,4553,68,18.53,19.27
77,2681,53,18.25,18.3
85,4270,118,17.39,18.54
37,1291,15,10.59,10.83
199,56089,415,43.62,47.86
11,631,3,7.09,7.16
35,1973,24,8.36,8.46
9,223,0,4.75,4.73
12,622,13,7.77,7.86
23,277,1,5.47,5.4
1020,82613,2983,83.86,98.07
214,10512,581,13.92,21.95
209,8543,355,25.04,26.32
47,373,9,6.9,6.83
27,693,11,6.98,7.12
117,4953,132,16.76,19.08
150,5922,354,18.05,20.56
85,3081,161,10.63,13.43
231,11805,1419,29.95,40.01
290,10891,1002,39.36,49.41
390,17396,1086,47.71,54.89
106,11384,142,22.26,25.29
61,5315,65,16.78,18.08
182,77109,655,26.21,38.21
25,1245,47,13.45,13.46
3,122,0,2.31,2.23
32,1857,35,12.8,13.05
31,3094,17,9.16,9.46
15,617,11,7.12,6.96
19,1773,9,9.46,9.54
2,117,0,1.61,1.65
2,117,0,1.57,1.7
2,117,0,1.65,1.65
20,1787,10,6.18,6.31
16,462,8,6.39,6.66
17,650,5,6.79,6.93
2,117,0,1.59,1.69
4,2583,0,2.05,2.09
7,180,5,3.44,3.4
7,138,2,3.53,3.51
2,117,0,1.67,1.62
7,406,5,4.37,4.45
13,508,4,6.1,6.09
36,1111,20,11.76,11.69
20,636,24,6.58,7.08
7,330,11,4.03,4.01
29,2897,17,13.16,13.29
23,1895,14,7.66,7.71
2,117,0,1.69,1.63
18,1347,11,8.06,8.13
6,476,2,3.4,3.46
2,117,0,1.67,1.63
1,0,0,0.0,0.0
2,117,0,1.61,1.65
2,117,0,1.68,1.71
11,813,4,6.12,6.12
7,155,1,2.86,2.79
104,10621,433,19.53,25.52
34,2560,25,10.37,10.54
17,522,19,6.27,6.55
4,121,1,2.33,2.24
34,2109,32,11.32,12.17
82,10811,153,29.93,33.86
57,2958,89,10.73,12.19
100,7137,204,17.95,19.98
56,4152,76,14.65,16.39
6,561,0,2.58,2.52
102,25793,254,34.98,40.17
132,17388,314,26.16,27.01
8,386,2,4.29,4.37
24,1562,51,10.83,12.01
20,850,22,7.31,7.45
10,456,6,5.63,5.49
8,661,4,4.66,4.48
27,9199,26,12.37,12.44
125,5181,91,20.49,22.76
12,410,0,5.88,6.05
117,6514,166,21.98,24.5
427,28027,1140,59.61,67.71
734,56223,2504,65.51,91.37
84,23212,172,21.31,24.73
60,2697,163,11.06,14.78
15,2165,26,5.78,6.17
4,84,1,2.43,2.47
8,330,15,5.48,5.39
12,566,11,4.53,4.57
26,692,0,7.31,7.44
80,12297,272,21.9,23.07
39,687,102,8.76,9.43
203,18969,854,32.59,41.9
168,6436,669,26.5,31.01
17,1201,19,6.87,7.41
4,58,1,2.0,2.0
2,57,1,2.0,2.0
162,14843,818,25.37,35.07
25,1710,28,9.25,10.0
186,8953,537,27.29,32.99
3,43,0,2.01,2.05
167,10695,487,35.77,40.43
17,68,1,5.08,4.93
6,23,0,2.58,2.57
3,16,0,1.9,1.94
32,1015,63,9.12,9.59
43,1485,68,8.34,9.44
52,1928,193,11.43,14.73
112,1752,233,16.58,18.18
7,98,6,2.72,2.88
1,18,0,1.0,1.0
47,1603,95,10.15,11.71
139,19034,848,29.04,36.42
115,5215,145,18.74,21.97
594,42402,3653,63.21,81.62
223,18377,914,45.35,52.55
3,41,0,1.59,1.43
18,984,12,6.04,6.18
22,477,35,7.89,8.09
96,4513,583,16.11,22.08
16,277,15,6.15,6.15
106,6955,245,24.01,27.17
6,114,3,3.09,3.18
13,204,7,5.07,5.33
108,899,195,11.19,12.37
80,6382,231,18.65,21.16
68,3087,251,15.37,17.34
15,360,18,6.95,7.02
136,11095,643,30.18,38.42
41,3982,173,14.06,16.98
284,4807,902,28.38,31.21
35,1528,19,5.91,6.25
48,2576,51,13.98,14.3
42,410,24,10.2,10.38
62,1982,58,17.58,18.47
253,20687,1547,39.58,50.37
15,157,2,5.36,5.51
41,1022,53,12.19,12.71
2,31,0,1.74,1.64
5,125,2,3.14,3.25
84,10930,426,18.44,21.3
74,10491,414,20.19,22.57
13,281,12,6.94,6.92
47,1620,68,8.62,9.83
21,863,33,9.47,9.72
21,617,18,5.68,5.87
85,2409,164,14.18,16.15
13,903,18,5.86,5.96
34,696,71,9.96,11.0
33,947,52,8.12,8.42
18,452,13,6.27,6.35
6,455,7,4.98,5.0
177,6325,608,23.8,28.45
4,90,1,3.98,3.97
7,123,2,2.5,2.49
12,279,12,6.0,6.0
34,1259,53,10.38,10.55
22,867,35,9.45,9.87
33,740,94,11.04,11.57
23,572,30,6.94,7.51
3,23,0,1.41,1.38
53,4480,158,16.68,18.3
36,2763,134,11.6,12.0
11,69,7,4.29,4.32
30,397,9,6.59,6.8
19,431,8,9.72,9.69
110,6206,147,17.02,19.11
2,40,0,1.79,1.92
155,16803,1018,25.34,28.23
123,5510,327,25.22,29.11
240,55470,1220,34.51,47.98
38,2662,41,11.22,11.21
9,83,7,3.47,3.6
7,59,6,3.05,3.33
4,20,0,2.35,2.39
2,21,0,1.62,1.55
10,95,9,3.9,3.93
24,545,12,6.21,6.4
28,837,24,8.5,8.47
48,1082,65,9.62,10.39
5,194,6,4.52,4.49
19,310,44,7.81,8.0
17,271,19,6.94,7.01
5,199,9,4.58,4.64
4,188,4,3.78,3.65
311,9247,711,31.48,38.31
97,4551,710,18.42,22.84
169,4371,452,20.94,25.52
8,200,4,2.74,2.73
10,183,9,2.95,3.16
1,7,0,1.0,1.0
23,984,50,7.68,7.77
11,64,7,4.33,4.18
184,26578,1061,40.17,50.8
79,3804,291,21.52,23.86
181,7818,428,26.12,30.99
245,27903,1263,42.92,50.05
72,4027,111,18.41,18.82
52,1195,233,10.77,13.81
35,1926,48,11.79,12.46
53,1806,70,13.14,15.13
83,10859,109,19.89,21.52
33,1671,43,10.11,10.4
16,787,10,10.23,10.42
8,271,4,4.95,4.91
49,4248,62,15.76,17.01
18,562,16,4.91,5.11
45,8310,222,15.82,16.89
39,6991,36,16.85,16.65
4,83,1,2.33,2.4
68,5919,153,19.91,22.24
229,18509,762,29.49,36.22
15,222,8,7.67,7.79
19,224,10,8.99,8.56
3,122,1,2.0,2.0
4,48,1,2.86,2.83
30,709,88,6.48,7.55
31,1267,17,7.11,7.33
39,886,95,9.39,11.34
12,1229,12,5.42,5.56
20,1694,26,9.44,9.55
39,3262,88,14.7,14.87
8,48,0,4.16,4.18
15,86,24,4.74,4.62
4,56,0,2.69,2.8
11,183,8,4.66,4.66
220,3562,549,31.34,32.11
21,888,33,8.15,8.22
26,1654,26,11.18,11.48
36,493,40,6.79,7.09
52,1946,73,12.96,14.12
7,93,3,3.81,3.73
23,198,13,5.49,5.63
4,87,2,2.1,2.25
19,296,0,9.34,9.42
18,186,12,6.48,6.81
6,353,4,4.09,4.1
95,3279,237,16.32,18.58
31,1870,73,8.97,9.62
76,2245,109,19.85,21.23
12,87,9,4.62,4.58
202,8967,321,24.19,26.67
3,49,0,2.0,2.0
265,150673,541,42.23,51.5
95,4321,212,22.72,26.82
186,44915,761,34.05,42.76
300,28655,1528,45.36,57.7
2,26,1,2.0,2.0
10,230,5,4.1,4.17
8,113,1,3.22,3.4
1,22,0,1.0,1.0
4,75,0,2.01,2.02
34,1134,20,8.46,9.27
26,858,33,8.02,8.21
6,80,2,2.83,2.92
6,303,2,2.29,2.21
11,281,6,3.31,3.34
1,12,0,1.0,1.0
35,607,84,7.96,8.84
17,196,21,5.64,6.03
2,28,1,2.0,2.0
2,12,0,1.0,1.0
3,14,0,2.24,2.31
19,411,4,4.48,4.64
28,1319,42,9.0,10.02
107,2048,117,12.27,12.73
68,2657,40,15.13,15.97
88,4080,393,11.27,14.8
88,2233,71,15.17,15.97
89,7405,242,15.34,19.28
20,1016,18,7.28,7.34
13,558,0,6.16,6.19
2,78,0,1.51,1.55
78,19074,434,21.08,25.85
10,330,7,4.86,4.85
52,1445,119,12.87,14.39
48,1592,113,13.34,14.64
217,7063,1410,29.19,35.66
36,957,20,10.6,10.6
15,213,4,5.3,5.4
1,96,0,1.0,1.0
13,722,23,6.96,7.08
33,1491,56,12.42,12.85
18,865,8,6.41,6.5
1,96,0,1.0,1.0
13,388,7,4.91,4.99
35,1311,22,6.18,6.62
4,142,1,2.52,2.5
1,96,0,1.0,1.0
5,113,1,3.88,3.98
144,9548,372,18.84,24.4
80,2591,176,13.05,15.22
52,1348,140,9.58,12.25
11,624,5,4.93,4.75
16,984,19,8.6,8.89
212,39415,743,33.45,42.42
12,446,3,6.23,6.44
317,35712,1597,39.32,54.77
27,1616,12,6.35,6.69
42,889,41,11.05,11.26
23,2644,35,11.83,12.37
26,611,29,9.59,9.74
12,490,7,4.9,4.87
46,2870,100,12.53,14.28
68,10128,131,13.33,14.61
